MS3_id	ipro_id	ipro_descr
MS3_00653	IPR001478	PDZ domain
MS3_00653	IPR018957	Zinc finger, C3HC4 RING-type
MS3_00654	IPR001194	DENN domain
MS3_00655	IPR004839	Aminotransferase, class I/classII
MS3_00658	IPR004088	K Homology domain, type 1
MS3_00659	IPR004323	Divalent ion tolerance protein, CutA
MS3_00661	IPR000467	G-patch domain
MS3_00662	IPR001223	Glycoside hydrolase family 18, catalytic domain
MS3_00663	IPR004839	Aminotransferase, class I/classII
MS3_00664	IPR007243	Atg6/Beclin
MS3_00665	IPR006760	Endosulphine
MS3_00667	IPR000719	Protein kinase domain
MS3_00668	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
MS3_00668	IPR013955	Replication factor A, C-terminal
MS3_00668	IPR031657	Replication protein A, OB domain
MS3_00671	IPR032200	Transcription factor COE, DNA-binding domain
MS3_00673	IPR011701	Major facilitator superfamily
MS3_00675	IPR025952	R3H-associated N-terminal domain
MS3_00676	IPR001279	Metallo-beta-lactamase
MS3_00677	IPR005822	Ribosomal protein L13
MS3_00678	IPR003653	Ulp1 protease family, C-terminal catalytic domain
MS3_00678	IPR007482	Protein-tyrosine phosphatase-like, PTPLA
MS3_00679	IPR001194	DENN domain
MS3_00681	IPR003131	Potassium channel tetramerisation-type BTB domain
MS3_00681	IPR005821	Ion transport domain
MS3_00683	IPR000595	Cyclic nucleotide-binding domain
MS3_00683	IPR005821	Ion transport domain
MS3_00683	IPR007009	SHQ1 protein
MS3_00683	IPR032406	Cyclic nucleotide-gated channel, C-terminal leucine zipper domain
MS3_00684	IPR004142	NDRG
MS3_00688	IPR000008	C2 domain
MS3_00688	IPR031468	Synaptotagmin-like mitochondrial-lipid-binding domain
MS3_00690	IPR002126	Cadherin
MS3_00691	IPR008914	Phosphatidylethanolamine-binding protein
MS3_00692	IPR019136	Transcription factor IIIC, subunit 5
MS3_00695	IPR001752	Kinesin motor domain
MS3_00695	IPR025901	Kinesin-associated microtubule-binding domain
MS3_00698	IPR000061	SWAP/Surp
MS3_00698	IPR019147	Suppressor of white apricot N-terminal domain
MS3_00701	IPR001024	PLAT/LH2 domain
MS3_00702	IPR000754	Ribosomal protein S9
MS3_00703	IPR018108	Mitochondrial substrate/solute carrier
MS3_00705	IPR001680	WD40 repeat
MS3_00705	IPR019136	Transcription factor IIIC, subunit 5
MS3_00715	IPR004254	AdipoR/Haemolysin-III-related
MS3_00719	IPR001594	Palmitoyltransferase, DHHC domain
MS3_00720	IPR006020	PTB/PI domain
MS3_00720	IPR010449	NUMB domain
MS3_00721	IPR001680	WD40 repeat
MS3_00721	IPR013979	Translation initiation factor, beta propellor-like domain
MS3_00721	IPR032028	Cleavage stimulation factor subunit 1, dimerisation domain
MS3_00722	IPR029454	ODR-4-like
MS3_00723	IPR008422	Homeobox KN domain
MS3_00725	IPR023082	Homeo-prospero domain
MS3_00726	IPR019188	Small nuclear RNA activating complex (SNAPc), subunit SNAP43
MS3_00728	IPR027902	Protein of unknown function DUF4487
MS3_00729	IPR004839	Aminotransferase, class I/classII
MS3_00731	IPR000014	PAS domain
MS3_00731	IPR000595	Cyclic nucleotide-binding domain
MS3_00731	IPR005821	Ion transport domain
MS3_00733	IPR004254	AdipoR/Haemolysin-III-related
MS3_00735	IPR013969	Oligosaccharide biosynthesis protein Alg14-like
MS3_00736	IPR003732	D-aminoacyl-tRNA deacylase DTD
MS3_00740	IPR001611	Leucine-rich repeat
MS3_00741	IPR001806	Small GTPase superfamily
MS3_00744	IPR011987	ATPase, V1 complex, subunit H, C-terminal
MS3_00746	IPR001594	Palmitoyltransferase, DHHC domain
MS3_00747	IPR000504	RNA recognition motif domain
MS3_00750	IPR000990	Innexin
MS3_00751	IPR002076	ELO family
MS3_00752	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
MS3_00753	IPR001680	WD40 repeat
MS3_00753	IPR006692	Coatomer, WD associated region
MS3_00756	IPR004014	Cation-transporting P-type ATPase, N-terminal
MS3_00756	IPR006068	Cation-transporting P-type ATPase, C-terminal
MS3_00758	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
MS3_00758	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_00765	IPR000330	SNF2-related, N-terminal domain
MS3_00765	IPR001650	Helicase, C-terminal
MS3_00765	IPR023780	Chromo domain
MS3_00765	IPR025260	Domain of unknown function DUF4208
MS3_00766	IPR005606	Sec20
MS3_00767	IPR000313	PWWP domain
MS3_00769	IPR007919	Uncharacterised protein family UPF0220
MS3_00771	IPR000719	Protein kinase domain
MS3_00775	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_00776	IPR013170	mRNA splicing factor Cwf21 domain
MS3_00779	IPR001878	Zinc finger, CCHC-type
MS3_00781	IPR000719	Protein kinase domain
MS3_00782	IPR019384	Retinoic acid induced 16-like protein
MS3_00783	IPR000885	Fibrillar collagen, C-terminal
MS3_00783	IPR008160	Collagen triple helix repeat
MS3_00785	IPR002423	Chaperonin Cpn60/TCP-1 family
MS3_00787	IPR000407	Nucleoside phosphatase GDA1/CD39
MS3_00788	IPR018289	MULE transposase domain
MS3_00789	IPR006121	Heavy metal-associated domain, HMA
MS3_00790	IPR006988	Nab, N-terminal
MS3_00790	IPR006989	NAB co-repressor, domain
MS3_00791	IPR006849	Elongator complex subunit Iki3
MS3_00792	IPR004012	RUN domain
MS3_00793	IPR000719	Protein kinase domain
MS3_00794	IPR029436	Eukaryotic glycogen debranching enzyme, N-terminal domain
MS3_00794	IPR032788	Glycogen debranching enzyme, central domain
MS3_00794	IPR032790	Glycogen debranching enzyme, C-terminal
MS3_00794	IPR032792	Glycogen debranching enzyme, glucanotransferase domain
MS3_00796	IPR020683	Ankyrin repeat-containing domain
MS3_00797	IPR001222	Zinc finger, TFIIS-type
MS3_00797	IPR003618	Transcription elongation factor S-II, central domain
MS3_00797	IPR017923	Transcription factor IIS, N-terminal
MS3_00798	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_00799	IPR004014	Cation-transporting P-type ATPase, N-terminal
MS3_00799	IPR006068	Cation-transporting P-type ATPase, C-terminal
MS3_00802	IPR001478	PDZ domain
MS3_00802	IPR001849	Pleckstrin homology domain
MS3_00804	IPR001320	Ionotropic glutamate receptor
MS3_00804	IPR001828	Receptor, ligand binding region
MS3_00804	IPR019594	Ionotropic glutamate receptor, L-glutamate and glycine-binding domain
MS3_00805	IPR004839	Aminotransferase, class I/classII
MS3_00806	IPR001388	Synaptobrevin
MS3_00808	IPR000504	RNA recognition motif domain
MS3_00809	IPR010598	D-glucuronyl C5-epimerase
MS3_00810	IPR019774	Aromatic amino acid hydroxylase, C-terminal
MS3_00811	IPR019424	Serpentine type 7TM GPCR chemoreceptor Srsx
MS3_00812	IPR000504	RNA recognition motif domain
MS3_00812	IPR000571	Zinc finger, CCCH-type
MS3_00816	IPR006816	ELMO domain
MS3_00820	IPR028267	Rapamycin-insensitive companion of mTOR, N-terminal domain
MS3_00820	IPR029452	Rapamycin-insensitive companion of mTOR, domain 5
MS3_00821	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_00822	IPR000783	RNA polymerase, subunit H/Rpb5 C-terminal
MS3_00822	IPR005571	RNA polymerase, Rpb5, N-terminal
MS3_00823	IPR006816	ELMO domain
MS3_00825	IPR001063	Ribosomal protein L22/L17
MS3_00825	IPR029440	Dynein regulatory complex protein 1, C-terminal
MS3_00828	IPR007533	Cytochrome c oxidase assembly protein CtaG/Cox11
MS3_00829	IPR013098	Immunoglobulin I-set
MS3_00830	IPR000719	Protein kinase domain
MS3_00831	IPR001254	Serine proteases, trypsin domain
MS3_00832	IPR009602	FAM92 protein
MS3_00833	IPR000552	Ribosomal protein L44e
MS3_00838	IPR023780	Chromo domain
MS3_00840	IPR001569	Ribosomal protein L37e
MS3_00841	IPR031964	Caspase recruitment domain
MS3_00842	IPR014044	CAP domain
MS3_00843	IPR000306	FYVE zinc finger
MS3_00844	IPR006603	PQ-loop repeat
MS3_00850	IPR000719	Protein kinase domain
MS3_00851	IPR000740	GrpE nucleotide exchange factor
MS3_00852	IPR001715	Calponin homology domain
MS3_00852	IPR017868	Filamin/ABP280 repeat-like
MS3_00853	IPR000967	Zinc finger, NF-X1-type
MS3_00853	IPR001374	R3H domain
MS3_00853	IPR005828	Major facilitator,  sugar transporter-like
MS3_00855	IPR000789	Cyclin-dependent kinase, regulatory subunit
MS3_00856	IPR007834	DSS1/SEM1
MS3_00858	IPR031424	Protein quiver
MS3_00860	IPR001650	Helicase, C-terminal
MS3_00860	IPR003593	AAA+ ATPase domain
MS3_00860	IPR007502	Helicase-associated domain
MS3_00860	IPR011709	Domain of unknown function DUF1605
MS3_00861	IPR005828	Major facilitator,  sugar transporter-like
MS3_00862	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant
MS3_00862	IPR019479	Peroxiredoxin, C-terminal
MS3_00863	IPR000648	Oxysterol-binding protein
MS3_00864	IPR000253	Forkhead-associated (FHA) domain
MS3_00864	IPR029334	Protein phosphatase 1 binding domain
MS3_00865	IPR007871	Methyltransferase TRM13
MS3_00865	IPR022776	TRM13/UPF0224 family, U11-48K-like CHHC zinc finger domain
MS3_00866	IPR002379	V-ATPase proteolipid subunit C-like domain
MS3_00867	IPR001664	Intermediate filament protein
MS3_00867	IPR005122	Uracil-DNA glycosylase-like
MS3_00868	IPR007305	Vesicle transport protein, Got1/SFT2-like
MS3_00870	IPR022775	AP complex, mu/sigma subunit
MS3_00870	IPR028565	Mu homology domain
MS3_00872	IPR004088	K Homology domain, type 1
MS3_00874	IPR000198	Rho GTPase-activating protein domain
MS3_00874	IPR005135	Endonuclease/exonuclease/phosphatase
MS3_00875	IPR005135	Endonuclease/exonuclease/phosphatase
MS3_00876	IPR002048	EF-hand domain
MS3_00880	IPR014044	CAP domain
MS3_00881	IPR014044	CAP domain
MS3_00883	IPR007109	Brix domain
MS3_00886	IPR001478	PDZ domain
MS3_00887	IPR014044	CAP domain
MS3_00890	IPR003492	Batten's disease protein Cln3
MS3_00891	IPR014044	CAP domain
MS3_00892	IPR001650	Helicase, C-terminal
MS3_00892	IPR011545	DEAD/DEAH box helicase domain
MS3_00892	IPR025313	Domain of unknown function DUF4217
MS3_00893	IPR002777	Prefoldin beta-like
MS3_00896	IPR026071	Glycosyl hydrolase family 99
MS3_00898	IPR001650	Helicase, C-terminal
MS3_00898	IPR011545	DEAD/DEAH box helicase domain
MS3_00899	IPR001841	Zinc finger, RING-type
MS3_00900	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
MS3_00903	IPR008862	T-complex 11
MS3_00904	IPR016073	SKP1 component, POZ domain
MS3_00905	IPR009011	Mannose-6-phosphate receptor binding domain
MS3_00905	IPR028146	Glucosidase II beta subunit, N-terminal
MS3_00906	IPR001199	Cytochrome b5-like heme/steroid binding domain
MS3_00906	IPR001433	Oxidoreductase FAD/NAD(P)-binding
MS3_00906	IPR008333	Oxidoreductase, FAD-binding domain
MS3_00907	IPR019327	Protein of unknown function DUF2373
MS3_00908	IPR006070	YrdC-like domain
MS3_00911	IPR014044	CAP domain
MS3_00912	IPR007471	Arginine-tRNA-protein transferase, N-terminal
MS3_00912	IPR007472	Arginine-tRNA-protein transferase, C-terminal
MS3_00913	IPR026071	Glycosyl hydrolase family 99
MS3_00914	IPR028146	Glucosidase II beta subunit, N-terminal
MS3_00915	IPR002347	Short-chain dehydrogenase/reductase SDR
MS3_00918	IPR001487	Bromodomain
MS3_00918	IPR001680	WD40 repeat
MS3_00919	IPR028002	Myb/SANT-like DNA-binding domain
MS3_00921	IPR002347	Short-chain dehydrogenase/reductase SDR
MS3_00922	IPR014044	CAP domain
MS3_00923	IPR009688	Domain of unknown function DUF1279
MS3_00924	IPR002347	Short-chain dehydrogenase/reductase SDR
MS3_00925	IPR002126	Cadherin
MS3_00928	IPR001752	Kinesin motor domain
MS3_00929	IPR000719	Protein kinase domain
MS3_00930	IPR021131	Ribosomal protein L18e/L15P
MS3_00931	IPR002715	Nascent polypeptide-associated complex NAC domain
MS3_00932	IPR001537	tRNA/rRNA methyltransferase, SpoU type
MS3_00932	IPR013123	RNA 2-O ribose methyltransferase, substrate binding
MS3_00933	IPR001356	Homeobox domain
MS3_00936	IPR000884	Thrombospondin type-1 (TSP1) repeat
MS3_00940	IPR013730	Fyv7/TAP26
MS3_00941	IPR000719	Protein kinase domain
MS3_00942	IPR015927	Peptidase S24/S26A/S26B/S26C
MS3_00945	IPR001680	WD40 repeat
MS3_00946	IPR012966	Anillin homology domain
MS3_00947	IPR000225	Armadillo
MS3_00949	IPR004088	K Homology domain, type 1
MS3_00950	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
MS3_00951	IPR031322	Shikimate kinase/gluconokinase
MS3_00952	IPR000980	SH2 domain
MS3_00952	IPR001496	SOCS box domain
MS3_00955	IPR005821	Ion transport domain
MS3_00956	IPR022742	Serine aminopeptidase, S33
MS3_00957	IPR010414	Protein FRG1
MS3_00959	IPR018108	Mitochondrial substrate/solute carrier
MS3_00960	IPR001132	SMAD domain, Dwarfin-type
MS3_00960	IPR003619	MAD homology 1, Dwarfin-type
MS3_00961	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_00965	IPR001433	Oxidoreductase FAD/NAD(P)-binding
MS3_00965	IPR008254	Flavodoxin/nitric oxide synthase
MS3_00966	IPR001487	Bromodomain
MS3_00966	IPR021900	Protein of unknown function DUF3512
MS3_00970	IPR000595	Cyclic nucleotide-binding domain
MS3_00971	IPR000699	RIH (RyR and IP3R Homology) domain
MS3_00971	IPR003032	Ryanodine receptor Ryr
MS3_00971	IPR003877	SPRY domain
MS3_00971	IPR014821	Inositol 1,4,5-trisphosphate/ryanodine receptor
MS3_00971	IPR016093	MIR motif
MS3_00973	IPR022075	Symplekin  C-terminal
MS3_00973	IPR032460	Symplekin/Pta1, N-terminal
MS3_00976	IPR010796	B9 domain
MS3_00977	IPR000253	Forkhead-associated (FHA) domain
MS3_00980	IPR001737	Ribosomal RNA adenine methyltransferase KsgA/Erm
MS3_00981	IPR001356	Homeobox domain
MS3_00981	IPR001781	Zinc finger, LIM-type
MS3_00982	IPR031781	SF3A2 domain
MS3_00983	IPR024371	Acetyl-coenzyme A transporter 1
MS3_00989	IPR003409	MORN motif
MS3_00989	IPR026246	Fibrous sheath-interacting protein 1
MS3_00992	IPR019448	EEIG1/EHBP1 N-terminal domain
MS3_00993	IPR000330	SNF2-related, N-terminal domain
MS3_00993	IPR001650	Helicase, C-terminal
MS3_00993	IPR020838	DBINO domain
MS3_00994	IPR000699	RIH (RyR and IP3R Homology) domain
MS3_00994	IPR002048	EF-hand domain
MS3_00994	IPR003032	Ryanodine receptor Ryr
MS3_00994	IPR003877	SPRY domain
MS3_00994	IPR005821	Ion transport domain
MS3_00994	IPR009460	Ryanodine Receptor TM 4-6
MS3_00994	IPR013662	RyR/IP3R Homology associated domain
MS3_00995	IPR023796	Serpin domain
MS3_00996	IPR004148	BAR domain
MS3_00997	IPR021384	Mediator complex, subunit Med21
MS3_00997	IPR028945	WRB/Get1 family
MS3_00999	IPR001356	Homeobox domain
MS3_00999	IPR001781	Zinc finger, LIM-type
MS3_01001	IPR001388	Synaptobrevin
MS3_01002	IPR022750	Interferon regulatory factor 2-binding protein 1 & 2, zinc finger
MS3_01006	IPR000885	Fibrillar collagen, C-terminal
MS3_01006	IPR008160	Collagen triple helix repeat
MS3_01007	IPR020683	Ankyrin repeat-containing domain
MS3_01009	IPR001791	Laminin G domain
MS3_01013	IPR011678	ER membrane protein complex subunit 1, C-terminal
MS3_01014	IPR028172	Intraflagellar transport protein 20
MS3_01015	IPR001791	Laminin G domain
MS3_01016	IPR001251	CRAL-TRIO lipid binding domain
MS3_01019	IPR000159	Ras-associating (RA) domain
MS3_01022	IPR010441	CH-like domain in sperm protein
MS3_01023	IPR024395	CLASP N-terminal domain
MS3_01026	IPR008386	ATP synthase, F0 complex, subunit E, mitochondrial
MS3_01027	IPR011701	Major facilitator superfamily
MS3_01028	IPR001478	PDZ domain
MS3_01029	IPR000008	C2 domain
MS3_01029	IPR001478	PDZ domain
MS3_01030	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_01031	IPR002129	Pyridoxal phosphate-dependent decarboxylase
MS3_01035	IPR001623	DnaJ domain
MS3_01040	IPR000418	Ets domain
MS3_01043	IPR002222	Ribosomal protein S19/S15
MS3_01044	IPR002130	Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain
MS3_01044	IPR002934	Polymerase, nucleotidyl transferase domain
MS3_01044	IPR004130	GPN-loop GTPase
MS3_01045	IPR013169	mRNA splicing factor, Cwf18
MS3_01046	IPR006077	Vinculin/alpha-catenin
MS3_01047	IPR004094	Antistasin-like domain
MS3_01048	IPR001210	Ribosomal protein S17e
MS3_01049	IPR001251	CRAL-TRIO lipid binding domain
MS3_01050	IPR007269	Isoprenylcysteine carboxyl methyltransferase
MS3_01051	IPR008253	Marvel domain
MS3_01052	IPR000560	Histidine phosphatase superfamily, clade-2
MS3_01056	IPR001680	WD40 repeat
MS3_01056	IPR021977	D domain of beta-TrCP
MS3_01060	IPR000195	Rab-GTPase-TBC domain
MS3_01065	IPR019323	Active zone protein ELKS
MS3_01066	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_01067	IPR031777	Sortilin, C-terminal
MS3_01067	IPR031778	Sortilin, N-terminal
MS3_01068	IPR007853	Zinc finger, DNL-type
MS3_01069	IPR008011	Complex 1 LYR protein
MS3_01070	IPR002905	tRNA methyltransferase, Trm1
MS3_01072	IPR019323	Active zone protein ELKS
MS3_01073	IPR000859	CUB domain
MS3_01073	IPR001254	Serine proteases, trypsin domain
MS3_01075	IPR002524	Cation efflux protein
MS3_01078	IPR004014	Cation-transporting P-type ATPase, N-terminal
MS3_01079	IPR004000	Actin family
MS3_01080	IPR009852	T-complex protein 10, C-terminal domain
MS3_01083	IPR013099	Potassium channel domain
MS3_01083	IPR015449	Potassium channel, calcium-activated, SK
MS3_01084	IPR000195	Rab-GTPase-TBC domain
MS3_01084	IPR004012	RUN domain
MS3_01085	IPR002159	CD36 family
MS3_01086	IPR014830	Glycolipid transfer protein domain
MS3_01088	IPR002159	CD36 family
MS3_01088	IPR011527	ABC transporter type 1, transmembrane domain
MS3_01089	IPR029090	Protein of unknown function DUF4659
MS3_01090	IPR019385	Phosphorylated adapter RNA export protein, RNA-binding domain
MS3_01094	IPR018499	Tetraspanin/Peripherin
MS3_01095	IPR001580	Calreticulin/calnexin
MS3_01096	IPR006016	UspA
MS3_01100	IPR007593	CD225/Dispanin family
MS3_01101	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_01104	IPR000504	RNA recognition motif domain
MS3_01105	IPR006016	UspA
MS3_01107	IPR004088	K Homology domain, type 1
MS3_01108	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_01111	IPR015425	Formin, FH2 domain
MS3_01112	IPR007707	Transforming acidic coiled-coil-containing protein, C-terminal
MS3_01115	IPR002126	Cadherin
MS3_01119	IPR007273	SCAMP
MS3_01120	IPR001356	Homeobox domain
MS3_01120	IPR001781	Zinc finger, LIM-type
MS3_01121	IPR001356	Homeobox domain
MS3_01123	IPR019416	Nuclear cap-binding protein subunit 3
MS3_01124	IPR005324	Ribosomal protein S5, C-terminal
MS3_01124	IPR013810	Ribosomal protein S5, N-terminal
MS3_01127	IPR002227	Tyrosinase copper-binding domain
MS3_01128	IPR006612	Zinc finger, C2CH-type
MS3_01129	IPR000722	RNA polymerase, alpha subunit
MS3_01129	IPR007066	RNA polymerase Rpb1, domain 3
MS3_01129	IPR007080	RNA polymerase Rpb1, domain 1
MS3_01129	IPR007081	RNA polymerase Rpb1, domain 5
MS3_01129	IPR007083	RNA polymerase Rpb1, domain 4
MS3_01130	IPR019579	Uncharacterised protein family UPF0564
MS3_01131	IPR005828	Major facilitator,  sugar transporter-like
MS3_01135	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
MS3_01136	IPR006677	tRNA intron endonuclease, catalytic domain-like
MS3_01139	IPR003959	ATPase, AAA-type, core
MS3_01139	IPR004201	CDC48, domain 2
MS3_01142	IPR003100	PAZ domain
MS3_01142	IPR003165	Piwi domain
MS3_01142	IPR014811	Argonaute, linker 1 domain
MS3_01142	IPR032472	Argonaute linker 2 domain
MS3_01142	IPR032473	Protein argonaute, Mid domain
MS3_01142	IPR032474	Protein argonaute, N-terminal
MS3_01144	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase
MS3_01151	IPR012879	Protein of unknown function DUF1682
MS3_01153	IPR018499	Tetraspanin/Peripherin
MS3_01154	IPR005817	Wnt
MS3_01158	IPR000772	Ricin B, lectin domain
MS3_01158	IPR001173	Glycosyltransferase 2-like
MS3_01159	IPR001372	Dynein light chain, type 1/2
MS3_01160	IPR001107	Band 7 domain
MS3_01160	IPR032435	Band 7, C-terminal extension
MS3_01161	IPR001372	Dynein light chain, type 1/2
MS3_01162	IPR000905	Gcp-like domain
MS3_01163	IPR001926	Tryptophan synthase beta subunit-like PLP-dependent enzyme
MS3_01164	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_01165	IPR001372	Dynein light chain, type 1/2
MS3_01166	IPR000159	Ras-associating (RA) domain
MS3_01167	IPR000313	PWWP domain
MS3_01167	IPR021567	Lens epithelium-derived growth factor (LEDGF)
MS3_01168	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_01169	IPR001372	Dynein light chain, type 1/2
MS3_01171	IPR001372	Dynein light chain, type 1/2
MS3_01173	IPR001372	Dynein light chain, type 1/2
MS3_01175	IPR001372	Dynein light chain, type 1/2
MS3_01176	IPR001372	Dynein light chain, type 1/2
MS3_01179	IPR005078	Peptidase C54
