ipro_id	ipro_descr
IPR000436	Sushi/SCR/CCP domain
IPR012864	Cysteine oxygenase/2-aminoethanethiol dioxygenase
IPR000056	Ribulose-phosphate 3-epimerase-like
IPR024129	Sphingomyelin phosphodiesterase 4
IPR032418	Ubiquitin-activating enzyme E1, FCCH domain
IPR032420	Ubiquitin-activating enzyme E1, four-helix bundle
IPR031567	Sin1, middle CRIM domain
IPR002775	DNA/RNA-binding protein Alba-like
IPR021714	Nucleolar pre-ribosomal-associated protein 1, N-terminal
IPR032436	Nucleolar pre-ribosomal-associated protein 1, C-terminal domain
IPR019366	Clusterin-associated protein-1
IPR032035	Folliculin, C-terminal
IPR027377	Zinc-binding domain
IPR032801	Peroxiredoxin-like FAM213/AAED1
IPR031733	Dynein attachment factor, N-terminal
IPR008045	DNA replication licensing factor Mcm2
IPR005552	Scramblase
IPR011665	Brf1, TBP-binding domain
IPR013150	Transcription factor TFIIB, cyclin-like domain
IPR031466	Migration and invasion-inhibitory protein
IPR001764	Glycoside hydrolase, family 3, N-terminal
IPR002772	Glycoside hydrolase family 3 C-terminal domain
IPR019128	Sister chromatid cohesion protein Dcc1
IPR026891	Fibronectin type III-like domain
IPR003162	Transcription initiation factor TAFII31
IPR002820	Molybdopterin cofactor biosynthesis C (MoaC) domain
IPR010505	Molybdenum cofactor synthesis C-terminal
IPR004343	Plus-3 domain
IPR019337	Telomere length regulation protein, conserved domain
IPR008906	HAT, C-terminal dimerisation domain
IPR005595	Translocon-associated protein (TRAP), alpha subunit
IPR008631	Glycogen synthase
IPR007699	SGS domain
IPR031691	Lipoyl synthase, N-terminal
IPR028021	Katanin p80 subunit, C-terminal
IPR013618	Domain of unknown function DUF1736
IPR029146	CST complex subunit Ten1, animal and plant type
IPR029008	Rab5-interacting protein family
IPR003754	Tetrapyrrole biosynthesis, uroporphyrinogen III synthase
IPR019149	Abhydrolase domain containing 18
IPR014026	UDP-glucose/GDP-mannose dehydrogenase, dimerisation
IPR014027	UDP-glucose/GDP-mannose dehydrogenase, C-terminal
IPR013932	TATA-binding protein interacting (TIP20)
IPR025712	Nucleoporin Nup54, alpha-helical domain
IPR002698	5-formyltetrahydrofolate cyclo-ligase
IPR018951	Fumarase C, C-terminal
IPR004443	YjeF N-terminal domain
IPR018965	Ubiquitin-activating enzyme E1, C-terminal
IPR000542	Acyltransferase ChoActase/COT/CPT
IPR009866	NADH:ubiquinone oxidoreductase, subunit NDUFB4
IPR024586	DnaJ-like protein C11, C-terminal
IPR019398	Pre-rRNA-processing protein TSR2
IPR031703	Lipin, middle domain
IPR027353	NET domain
IPR020581	Glycine cleavage system P protein
IPR028942	WHIM1 domain
IPR003185	Proteasome activator pa28, N-terminal domain
IPR003186	Proteasome activator pa28, C-terminal domain
IPR025874	Double zinc ribbon
IPR001807	Chloride channel, voltage gated
IPR032735	Protein broad-minded
IPR000133	ER lumen protein retaining receptor
IPR002202	Hydroxymethylglutaryl-CoA reductase, class I/II
IPR001046	NRAMP family
IPR018556	Domain of unknown function DUF2013
IPR016482	Protein transport protein SecG/Sec61-beta/Sbh
IPR007604	CP2 transcription factor
IPR004226	Tubulin binding cofactor A
IPR014882	Cathepsin C exclusion
IPR011651	Notch ligand, N-terminal domain
IPR019375	Ribosomal protein S28, mitochondrial
IPR013721	STAG
IPR012849	Abl-interactor, homeo-domain homologous domain
IPR010531	Zinc finger protein NOA36
IPR029054	dUTPase-like
IPR007504	H/ACA ribonucleoprotein complex, subunit Gar1/Naf1
IPR008477	Protein of unknown function DUF758
IPR007264	H/ACA ribonucleoprotein complex, subunit Nop10
IPR032198	E2F transcription factor, CC-MB domain
IPR012923	Chromosome segregation in meiosis protein 3
IPR002716	PIN domain
IPR006222	Glycine cleavage T-protein-like, N-terminal
IPR032763	Resistance to inhibitors of cholinesterase protein 3, N-terminal
IPR006838	FAR-17a/AIG1-like protein
IPR005343	Nucleolar complex protein 2
IPR028089	Domain of unknown function DUF4455
IPR027914	Domain of unknown function DUF4456
IPR005373	Uncharacterised protein family UPF0183
IPR005378	Vacuolar protein sorting-associated protein 35
IPR001568	Ribonuclease T2-like
IPR023798	Ribosomal protein S7 domain
IPR019404	Mediator complex, subunit Med11
IPR007884	DREV methyltransferase
IPR007062	Protein phosphatase inhibitor 2 (IPP-2)
IPR019401	Zinc finger, CHCC-type
IPR009463	Domain of unknown function DUF1087
IPR012958	CHD, N-terminal
IPR004971	mRNA (guanine-N(7))-methyltransferase domain
IPR015088	Zinc finger, DNA-directed DNA polymerase, family B, alpha
IPR024647	DNA polymerase alpha catalytic subunit, N-terminal domain
IPR015877	Cdk-activating kinase assembly factor MAT1, centre
IPR008493	Domain of unknown function DUF775
IPR003382	Flavoprotein
IPR013154	Alcohol dehydrogenase, N-terminal
IPR003377	Cornichon
IPR013915	Pre-mRNA-splicing factor 19
IPR019395	Transmembrane protein 161A/B
IPR026094	G protein pathway suppressor 2
IPR009346	GRIM-19
IPR013680	Voltage-dependent calcium channel, alpha-2/delta subunit, conserved region
IPR026876	Fn3 associated repeat
IPR018482	Zinc finger, C4H2-type
IPR007149	Leo1-like protein
IPR000867	Insulin-like growth factor-binding protein, IGFBP
IPR006148	Glucosamine/galactosamine-6-phosphate isomerase
IPR019358	NEMP family
IPR010760	DNA repair protein, Swi5
IPR024610	Inhibitor of growth protein, N-terminal histone-binding
IPR012920	Ribosomal RNA methyltransferase, Spb1, C-terminal
IPR022030	Splicing factor 3A subunit 1
IPR012952	BING4, C-terminal domain
IPR002699	ATPase, V1 complex, subunit D
IPR001108	Peptidase A22A, presenilin
IPR018982	RQC domain
IPR006594	LIS1 homology motif
IPR022226	Protein of unknown function DUF3752
IPR025755	60S ribosomal protein L4, C-terminal domain
IPR019265	Protein of unknown function UPF0568
IPR009269	NF-kappa-B-activating protein
IPR012978	Uncharacterised domain NUC173
IPR005631	Flavinator of succinate dehydrogenase
IPR009445	Protein of unknown function DUF1077, TMEM85
IPR013149	Alcohol dehydrogenase, C-terminal
IPR024372	Proteasome component Ecm29
IPR007266	Endoplasmic reticulum oxidoreductin 1
IPR033771	Rrp44-like cold shock domain
IPR022043	Chromatin assembly factor 1 subunit A
IPR007204	Actin-related protein 2/3 complex subunit 3
IPR010378	Protein of unknown function DUF974
IPR024662	Trafficking protein particle complex II-specific subunit 65
IPR021629	Mediator complex, subunit Med23
IPR000898	Indoleamine 2,3-dioxygenase
IPR021419	Mediator complex, subunit Med25, von Willebrand factor type A
IPR004353	Vacuolar fusion protein Mon1
IPR015390	Rabaptin, GTPase-Rab5 binding domain
IPR001952	Alkaline phosphatase
IPR019536	Usher syndrome type-1C protein-binding protein 1, PDZ domain
IPR025929	Insulin-induced protein family
IPR010889	Protein of unknown function DUF1515
IPR013134	RAD50, zinc hook
IPR007594	RFT1
IPR007085	DNA/pantothenate metabolism flavoprotein, C-terminal
IPR000156	Ran binding domain
IPR008628	Golgi phosphoprotein 3-like
IPR013167	Conserved oligomeric Golgi complex, subunit 4
IPR014885	VASP tetramerisation
IPR009360	Pre-mRNA-splicing factor Isy1
IPR003204	Cytochrome c oxidase, subunit Va/VI
IPR000358	Ribonucleotide reductase small subunit family
IPR010304	Survival motor neuron
IPR004140	Exocyst complex component Exo70
IPR019194	Transcription elognation factor  Eaf, N-terminal
IPR025956	Cytoplasmic dynein 1 intermediate chain 1/2
IPR028939	Pyrroline-5-carboxylate reductase, catalytic, N-terminal
IPR000998	MAM domain
IPR013176	Protein of unknown function DUF1712, fungi
IPR019322	Mitochondrial import inner membrane translocase subunit Tim29
IPR019481	Transcription factor TFIIIC, tau55-related
IPR031631	Glycosyl hydrolase family 63, N-terminal
IPR031335	Glycosyl hydrolase family 63, C-terminal
IPR022042	snRNA-activating protein complex, subunit 3
IPR022214	Mitotic-spindle organizing protein 1
IPR013040	Coatomer, gamma subunit, appendage, Ig-like subdomain
IPR025723	Anion-transporting ATPase-like domain
IPR032154	Coatomer subunit gamma, C-terminal
IPR012445	Autophagy-related protein 101
IPR021150	Ubiquinol-cytochrome c chaperone/UPF0174
IPR000082	SEA domain
IPR006887	Domain of unknown function DUF625
IPR029347	Raptor, N-terminal CASPase-like domain
IPR002735	Translation initiation factor IF2/IF5
IPR004023	Mago nashi protein
IPR000587	Creatinase, N-terminal
IPR007074	LicD family
IPR032416	Peptidase M24, C-terminal domain
IPR013608	VWA N-terminal
IPR012492	Protein RED, C-terminal
IPR012916	RED-like, N-terminal
IPR011766	Thiamine pyrophosphate enzyme, C-terminal TPP-binding
IPR012000	Thiamine pyrophosphate enzyme, central domain
IPR012001	Thiamine pyrophosphate enzyme, N-terminal TPP-binding domain
IPR022577	Tubulin-specific chaperone D, C-terminal
IPR000203	GPS motif
IPR011641	Tyrosine-protein kinase ephrin type A/B receptor-like
IPR008025	PKC-activated phosphatase-1 inhibitor
IPR019791	Haem peroxidase, animal type
IPR027876	Domain of unknown function DUF4550
IPR000547	Clathrin, heavy chain/VPS, 7-fold repeat
IPR028934	Vacuolar protein sorting protein 26 related
IPR001075	NIF system FeS cluster assembly, NifU, C-terminal
IPR004579	ERCC1/RAD10/SWI10 family
IPR029257	Rab3GAP regulatory subunit, C-terminal
IPR032839	Rab3-GAP regulatory subunit, N-terminal
IPR024721	Snurportin-1, N-terminal
IPR001096	Peptidase C13, legumain
IPR028027	Protein of unknown function DUF4542
IPR013953	FACT complex subunit Spt16p/Cdc68p
IPR022676	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal
IPR013967	Rad54, N-terminal
IPR008698	NADH:ubiquinone oxidoreductase, B18 subunit
IPR006931	Calcipressin
IPR033438	Modulator of levamisole receptor-1
IPR015009	Vinculin-binding site-containing domain
IPR005542	PBX
IPR002784	Ribosomal protein L14e domain
IPR011234	Fumarylacetoacetase, C-terminal-related
IPR005120	UPF3 domain
IPR018629	XK-related protein
IPR032189	DNA mismatch repair protein Mlh1, C-terminal
IPR033388	SWI/SNF-like complex subunit BAF250, C-terminal
IPR032017	FAM76 protein
IPR007319	Small-subunit processome, Utp21
IPR015360	XPC-binding domain
IPR000192	Aminotransferase class V domain
IPR024602	Conserved oligomeric Golgi complex, subunit 2, N-terminal
IPR024603	COG complex component, COG2, C-terminal
IPR007642	RNA polymerase Rpb2, domain 2
IPR007646	RNA polymerase Rpb2, domain 4
IPR007647	RNA polymerase Rpb2, domain 5
IPR007873	Glycosyltransferase, ALG3
IPR001562	Zinc finger, Btk motif
IPR009244	Mediator complex, subunit Med7
IPR011501	Nucleolar complex-associated protein 3, N-terminal
IPR004646	Fe-S hydro-lyase, tartrate dehydratase alpha-type, catalytic domain
IPR004647	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain
IPR011704	ATPase, dynein-related, AAA domain
IPR007311	ST7
IPR006804	BCL7
IPR007718	SRP40, C-terminal
IPR029333	Ciliary BBSome complex subunit 2, C-terminal domain
IPR029429	Ciliary BBSome complex subunit 2, middle region
IPR029430	Ciliary BBSome complex subunit 2, N-terminal
IPR023115	Translation initiation factor IF- 2, domain 3
IPR005027	Glycosyl transferase, family 43
IPR014851	BCS1, N-terminal
IPR021859	XRN-Two Binding Domain, XTBD
IPR016706	Cleavage/polyadenylation specificity factor subunit 5
IPR032174	Intron-binding protein aquarius, N-terminal
IPR005578	Yif1 family
IPR017456	CTP synthase, N-terminal
IPR001857	Ribosomal protein L19
IPR018983	U3 small nucleolar RNA-associated protein 15, C-terminal
IPR005140	eRF1 domain 1/Pelota-like
IPR005141	eRF1 domain 2
IPR005142	eRF1 domain 3
IPR012446	Calcium release-activated calcium channel protein
IPR008218	ATPase, V1 complex, subunit F
IPR010448	Torsin
IPR022674	Glucose-6-phosphate dehydrogenase, NAD-binding
IPR004018	RPEL repeat
IPR009542	Microsomal signal peptidase 12kDa subunit
IPR007785	Anamorsin
IPR029371	TMEM101 protein
IPR019565	Alpha-2-macroglobulin, thiol-ester bond-forming
IPR025192	Succinate dehydogenase/fumarate reductase N-terminal
IPR007823	Ribosomal RNA processing protein 8
IPR025742	Cleavage stimulation factor subunit 2, hinge domain
IPR026896	Transcription termination and cleavage factor, C-terminal domain
IPR007741	Ribosomal protein/NADH dehydrogenase domain
IPR021772	Protein of unknown function DUF3337
IPR029295	Snf2, ATP coupling domain
IPR003428	Mitochondrial glycoprotein
IPR011671	tRNA (uracil-O(2)-)-methyltransferase
IPR006131	Aspartate/ornithine carbamoyltransferase, Asp/Orn-binding domain
IPR006132	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding
IPR011607	Methylglyoxal synthase-like domain
IPR032819	tRNA pseudouridylate synthase B, C-terminal
IPR007374	ASCH domain
IPR009349	Zinc finger, C2HC5-type
IPR007763	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12
IPR019318	Guanine nucleotide exchange factor, Ric8
IPR007230	Peptidase S59, nucleoporin
IPR021967	Nuclear protein 96
IPR025884	Methyl-CpG binding protein 2/3, C-terminal domain
IPR032343	Methyl-CpG-binding domain protein 2/3, p55-binding region
IPR031905	Flotillin, C-terminal domain
IPR025789	Histone-lysine N-methyltransferase DOT1 domain
IPR025139	Domain of unknown function DUF4062
IPR029214	FAM183 family
IPR001695	Lysyl oxidase
IPR011687	Ribosome biogenesis protein Nop53/GLTSCR2
IPR000277	Cys/Met metabolism, pyridoxal phosphate-dependent enzyme
IPR008932	Ribosomal protein L7/L12, oligomerisation
IPR013823	Ribosomal protein L7/L12, C-terminal
IPR027912	Protein of unknown function DUF4486
IPR031595	Protein-only RNase P, C-terminal
IPR004102	Poly(ADP-ribose) polymerase, regulatory domain
IPR008893	WGR domain
IPR012317	Poly(ADP-ribose) polymerase, catalytic domain
IPR011488	Translation initiation factor 2, alpha subunit
IPR024641	Hepatocyte growth factor-regulated tyrosine kinase substrate, helical domain
IPR003923	Transcription initiation factor TFIID, 23-30kDa subunit
IPR000131	ATP synthase, F1 complex, gamma subunit
IPR025239	Domain of unknown function DUF4187
IPR019178	Phosphatidylinositol 4,5-bisphosphate 4-phosphatase
IPR033391	Fructose-1-6-bisphosphatase class I, N-terminal
IPR009771	Ribosome control protein 1
IPR009357	Solute carrier family 52, riboflavin transporter
IPR004947	Deoxyribonuclease II
IPR008521	Magnesium transporter NIPA
IPR021910	Protein of unknown function DUF3522
IPR006572	Zinc finger, DBF-type
IPR002906	Ribosomal protein S27a
IPR018797	Uncharacterised protein family FAM98
IPR032403	Exocyst component Exo84, C-terminal
IPR015914	Purple acid phosphatase, N-terminal
IPR025733	Iron/zinc purple acid phosphatase-like C-terminal domain
IPR022771	Wings apart-like protein
IPR025999	Microspherule protein, N-terminal domain
IPR015399	Domain of unknown function DUF1977, DnaJ-like
IPR021966	Splicing factor SF3a60 binding domain
IPR024598	Domain of unknown function DUF3449
IPR031774	SF3A3 domain
IPR007528	RINT-1/Tip20
IPR003769	Adaptor protein ClpS, core
IPR011613	Glycoside hydrolase family 15/Phosphorylase b kinase regulatory chain family
IPR007274	Ctr copper transporter
IPR015007	Nuclear pore complex, NUP2/50/61
IPR002616	tRNA-guanine(15) transglycosylase-like
IPR007808	Transcription elongation factor 1
IPR007373	Thiamin pyrophosphokinase, vitamin B1-binding domain
IPR031793	Integrin-alpha FG-GAP repeat-containing protein 2
IPR006958	Mak16 protein
IPR024654	Calcineurin-like phosphoesterase domain, lpxH type
IPR001547	Glycoside hydrolase, family 5
IPR020818	GroES chaperonin family
IPR008417	B-cell receptor-associated protein 29/31
IPR012932	Vitamin K epoxide reductase
IPR026299	Mitochondrial 28S ribosomal protein S31
IPR008560	Protein of unknown function DUF842, eukaryotic
IPR000406	Rho protein GDP-dissociation inhibitor
IPR010301	Nucleolar, Nop52
IPR022557	Domain of unknown function DUF3480
IPR002730	Ribonuclease P/MRP, subunit p29
IPR032270	AMPK, C-terminal adenylate sensor domain
IPR019564	Mitochondrial outer membrane transport complex Sam37/metaxin, N-terminal domain
IPR004944	Cyclin-dependent kinase 5 activator
IPR019184	Uncharacterised protein family, transmembrane-17
IPR019140	Mini-chromosome maintenance complex-binding protein
IPR025602	BCP1 family
IPR033931	PDK1-type, PH domain
IPR001079	Galectin, carbohydrate recognition domain
IPR003195	Transcription initiation factor IID, subunit 13
IPR031937	PNN-interacting serine/arginine-rich protein
IPR008636	Hook-related protein family
IPR007015	DNA polymerase V
IPR019538	26S proteasome non-ATPase regulatory subunit 5
IPR004942	Roadblock/LAMTOR2 domain
IPR007526	SWIRM domain
IPR032450	SMARCC, N-terminal
IPR008915	Peptidase M50
IPR013578	Peptidase M16C associated
IPR028020	ASX homology domain
IPR013869	Protein of unknown function DUF1757
IPR000007	Tubby, C-terminal
IPR026794	Uncharacterised protein family UPF0687
IPR002241	Glycoside hydrolase, family 27
IPR025257	Domain of unknown function DUF4205
IPR007277	Transmembrane adaptor Erv26
IPR019151	Proteasome assembly chaperone 2
IPR022113	Transmembrane protein 131-like
IPR003644	Na-Ca exchanger/integrin-beta4
IPR032452	Sodium/calcium exchanger domain, C-terminal extension
IPR031329	Neutral/alkaline non-lysosomal ceramidase, N-terminal
IPR024675	Eukaryotic translation initiation factor 3 subunit G, N-terminal
IPR020796	Origin recognition complex, subunit 5
IPR027470	Cation efflux protein, cytoplasmic domain
IPR018121	Seven-in-absentia protein, TRAF-like domain
IPR007724	Poly(ADP-ribose) glycohydrolase
IPR008851	Transcription initiation factor IIF, alpha subunit
IPR005849	Galactose-1-phosphate uridyl transferase, N-terminal
IPR005850	Galactose-1-phosphate uridyl transferase, C-terminal
IPR019314	BLOC-1-related complex subunit 6
IPR001204	Phosphate transporter
IPR008883	Ubiquitin E2 variant, N-terminal
IPR017916	Steadiness box (SB) domain
IPR010750	SGF29 tudor-like domain
IPR007193	Up-frameshift suppressor 2
IPR002060	Squalene/phytoene synthase
IPR002638	Quinolinate phosphoribosyl transferase, C-terminal
IPR022412	Quinolinate phosphoribosyl transferase, N-terminal
IPR004600	TFIIH subunit Tfb4/p34
IPR029148	FACT complex subunit Spt16, N-terminal lobe domain
IPR013217	Methyltransferase type 12
IPR009755	Colon cancer-associated Mic1-like
IPR020828	Glyceraldehyde 3-phosphate dehydrogenase, NAD(P) binding domain
IPR020829	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain
IPR018737	Protein LIN52
IPR013878	Mo25-like
IPR007705	Vesicle transport v-SNARE, N-terminal
IPR019391	Storkhead-box protein, winged-helix domain
IPR006640	SprT-like
IPR006968	Root UVB sensitive family
IPR009449	GDP/GTP exchange factor Sec2, N-terminal
IPR014892	Replication protein A, C-terminal
IPR024689	Proteasome beta subunit, C-terminal
IPR001339	mRNA capping enzyme, catalytic domain
IPR013846	mRNA capping enzyme, C-terminal
IPR032840	CFAP91 domain
IPR007000	Phospholipase B-like
IPR001931	Ribosomal protein S21e
IPR015016	Splicing factor 3B subunit 1
IPR021627	Mediator complex, subunit Med27
IPR020783	Ribosomal protein L11, C-terminal
IPR020784	Ribosomal protein L11, N-terminal
IPR019133	Mitochondrial inner membrane protein Mitofilin
IPR028091	FAM91, N-terminal domain
IPR028097	FAM91, C-terminal domain
IPR001614	Myelin proteolipid protein PLP
IPR009738	BAT2, N-terminal
IPR023572	Archease domain
IPR006879	Carbohydrate deacetylase YdjC-like
IPR014840	Hpc2-related domain
IPR024790	Anaphase-promoting complex subunit 4 long domain
IPR004686	Tricarboxylate/iron carrier
IPR013819	Lipoxygenase, C-terminal
IPR008555	SIKE family
IPR025069	Cleavage and polyadenylation specificity factor 2, C-terminal
IPR012913	Glucosidase II beta subunit-like
IPR009292	rRNA biogenesis protein RRP36
IPR013586	26S proteasome regulatory subunit, C-terminal
IPR025252	Domain of unknown function DUF4200
IPR019400	Peptidase C65, otubain
IPR029316	Regulatory factor X-associated protein, RFXANK-binding domain
IPR019344	Mitochondrial F1-F0 ATP synthase subunit F, predicted
IPR019381	Phosphofurin acidic cluster sorting protein 1
IPR032199	Recq-mediated genome instability protein 1, C-terminal OB-fold domain
IPR005123	Oxoglutarate/iron-dependent dioxygenase
IPR007222	Signal recognition particle receptor, alpha subunit, N-terminal
IPR013822	Signal recognition particle, SRP54 subunit, helical bundle
IPR013547	Prolyl 4-hydroxylase alpha-subunit, N-terminal
IPR003846	Uncharacterised protein family UPF0061
IPR007998	Protein of unknown function DUF719
IPR029424	MMS22-like, C-terminal
IPR022672	Hexokinase, N-terminal
IPR022673	Hexokinase, C-terminal
IPR032003	Ribosome-associated complex head domain
IPR000054	Ribosomal protein L31e
IPR008728	Elongator complex protein 4
IPR007177	Ribosome biogenesis protein, C-terminal
IPR007209	RNase L inhibitor RLI, possible metal-binding domain
IPR000439	Ribosomal protein L15e
IPR018955	Branched-chain alpha-ketoacid dehydrogenase kinase/Pyruvate dehydrogenase kinase, N-terminal
IPR007740	Ribosomal protein L49/IMG2
IPR009450	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C
IPR004598	Transcription factor TFIIH subunit p52/Tfb2
IPR007708	Lariat debranching enzyme, C-terminal
IPR013219	Ribosomal protein S27/S33, mitochondrial
IPR015257	Repressor of RNA polymerase III transcription  Maf1
IPR005172	CRC domain
IPR021600	Transcription factor TFIIE alpha subunit, C-terminal
IPR013235	PPP domain
IPR024550	TFIIEalpha/SarR/Rpc3 HTH domain
IPR001608	Alanine racemase, N-terminal
IPR025561	Kinase suppressor of RAS, SAM-like domain
IPR009400	TFIIH subunit TTDA/Tfb5
IPR008334	5'-Nucleotidase, C-terminal
IPR001266	Ribosomal protein S19e
IPR011546	Peptidase M41, FtsH extracellular
IPR005345	PHF5-like
IPR006973	Pre-mRNA-splicing factor  Cwf15/Cwc15
IPR007515	Mss4
IPR015865	Riboflavin kinase domain, bacterial/eukaryotic
IPR001351	Ribosomal protein S3, C-terminal
IPR026123	SCL-interrupting locus protein
IPR021720	Malectin
IPR007174	Las1-like
IPR003817	Phosphatidylserine decarboxylase-related
IPR019544	Tetratricopeptide, SHNi-TPR domain
IPR000196	Ribosomal protein L19/L19e
IPR010674	Nucleolar GTP-binding protein 1, Rossman-fold domain
IPR001529	DNA-directed RNA polymerase, M/15kDa subunit
IPR001750	NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit
IPR000883	Cytochrome c oxidase subunit I
IPR005654	ATPase, AFG1-like
IPR016082	Ribosomal protein L30, ferredoxin-like fold domain
IPR000652	Triosephosphate isomerase
IPR011084	DNA repair metallo-beta-lactamase
IPR022800	Spt4/RpoE2 zinc finger
IPR000268	DNA-directed RNA polymerase, subunit N/Rpb10
IPR005033	YEATS
IPR003702	Acetyl-CoA hydrolase/transferase
IPR026888	Acetyl-CoA hydrolase/transferase C-terminal domain
IPR027877	Small integral membrane protein 15
IPR004728	Translocation protein Sec62
IPR006096	Glutamate/phenylalanine/leucine/valine dehydrogenase, C-terminal
IPR006097	Glutamate/phenylalanine/leucine/valine dehydrogenase, dimerisation domain
IPR007010	Poly(A) polymerase, RNA-binding domain
IPR007012	Poly(A) polymerase, central domain
IPR002994	Surfeit locus 1/Shy1
IPR013694	VIT domain
IPR007918	Mitochondrial distribution/morphology family 35/apoptosis
IPR014908	Nucleoporin, Nup133/Nup155-like, N-terminal
IPR018574	Structure-specific endonuclease subunit Slx4
IPR009294	Gamma-secretase subunit Aph-1
IPR028909	Ribosomal protein L21-like
IPR002372	Pyrrolo-quinoline quinone repeat
IPR015318	Zinc finger, GAGA-binding factor
IPR009991	Dynactin subunit p22
IPR007945	Neuroendocrine 7B2 precursor
IPR002478	PUA domain
IPR002156	Ribonuclease H domain
IPR017266	Cyclin-dependent kinase 2-associated protein 1/2
IPR001510	Zinc finger, PARP-type
IPR002182	NB-ARC
IPR004122	Barrier- to-autointegration factor, BAF
IPR000445	Helix-hairpin-helix motif
IPR032552	Acin1, RNSP1-SAP18 binding (RSB) motif
IPR019171	Caffeine-induced death protein 2
IPR002733	AMMECR1 domain
IPR003166	Transcription factor TFIIE beta subunit, DNA-binding domain
IPR021843	Protein of unknown function DUF3437
IPR034913	MRPS27/PTCD2
IPR002500	Phosphoadenosine phosphosulphate reductase
IPR032678	tRNA synthetases class I, catalytic domain
IPR003615	HNH nuclease
IPR028226	Protein LIN37
IPR014978	Glutamine-Leucine-Glutamine, QLQ
IPR019174	NADH dehydrogenase 1, beta subcomplex, subunit 6
IPR019368	Ribosomal protein S23/S29, mitochondrial
IPR019361	Histone PARylation factor 1
IPR006977	Yip1 domain
IPR000788	Ribonucleotide reductase large subunit, C-terminal
IPR024567	Ribonuclease HII/HIII domain
IPR021013	ATPase, vacuolar ER assembly factor, Vma12
IPR032037	Methylmalonic aciduria and homocystinuria type C family
IPR018887	Myeloid-derived growth factor
IPR006035	Ureohydrolase
IPR002499	Major vault protein, N-terminal
IPR021870	Major vault protein, shoulder domain
IPR006751	TAFII55 protein, conserved region
IPR008383	Apoptosis inhibitory 5
IPR006861	Hyaluronan/mRNA-binding protein
IPR019049	Nucleoporin protein Ndc1-Nup
IPR012506	YhhN-like
IPR009622	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4
IPR006110	RNA polymerase, subunit omega/K/RPB6
IPR022365	Clathrin, heavy chain, propeller repeat
IPR007653	Signal peptidase complex subunit 3
IPR032429	Nibrin, second BRCT domain
IPR009563	Sjoegren syndrome/scleroderma autoantigen 1
IPR015015	F-actin binding
IPR012988	Ribosomal protein L30, N-terminal
IPR018614	Keratinocyte-associated protein 2
IPR006984	rRNA-processing protein Fcf1/Utp23
IPR007991	RNA polymerase I specific transcription initiation factor RRN3
IPR002836	PDCD5-related protein
IPR006709	Small-subunit processome, Utp14
IPR029416	Protein of unknown function DUF4498
IPR015048	Domain of unknown function DUF1899
IPR028260	FAM177 family
